"id";"lettre";"mot";"enonce";"interp";"regle"
"4687";"F";"Fire ";"See in dream that the fire burned all his body,   ";"announces that it could mean a misfortune for himself or a loved one. If this fire had flames, this harm could be related to power. Otherwise, it could mean disease, plague or pleurisy.";
"4688";"F";"Fire ";"See in dream a fire with flames and smoke falling from the sky on houses,   ";"announces that it could mean a misfortune for the occupants of this place. If the fire falls only on the houses of rich people, it could mean fines imposed by authorities. ";
"4689";"F";"Fire ";"See in dream a known village burned with fire,   ";"announces that it could mean a misfortune for this location, especially injustice, cold snap, crickets or epidemic.";
"4690";"F";"Fire ";"See in dream a fire falling from the sky on firms and orchards,   ";"announces that it could mean a misfortune or loss of corps because of dryness, cold snap or crickets.";
"4691";"F";"Fire ";"See in dream the fire burning a part of his body and clothes,   ";"announces that it could mean a misfortune.";
"4692";"F";"Fire ";"See in dream a flame of fire without smoke in front of his house,   ";"announces that it could mean a pilgrimage with the help of Allah The Almighty.";
"4693";"F";"Fire ";"See in dream that his house is burned,   ";"announces that it could mean a soon misfortune.";
"4694";"F";"Fire ";"See in dream a big millstone in the middle of the great mosques, grinding fire and rocks,   ";"announces that it could mean a war, if other indices confirm this in wakefulness.";
"4695";"F";"Fire ";"See in dream a big millstone in the middle of the city, grinding fire,   ";"announces that it could mean a war, if other indices confirm this in wakefulness.";
"4696";"F";"Fire ";"See in dream clouds containing a big fire falling on land and houses accompanied by a strong wind,   ";"announces that it could mean an attack in this place, the return of a caravan of which some or most would have died during the journey, new taxes imposed by the sultan, an invasion of locusts or an epidemic that would destroy their crops and plants. It could also be heretical doctrines and opinions that would spread among the people of this place.";
"4697";"F";"Fire ";"See oneself in dream eating fire,   ";"announces that it could mean an illicit fortune especially one belonging to orphans. Indeed, Allah The Almighty said “Those who unjustly eat up the property of orphans, eat up a fire into their own bodies: they will soon be enduring a blazing fire!”, (An-Nisâ, 10 ).";
"4698";"F";"Fire ";"See oneself in dream taking a fire,   ";"announces that it could mean an illicit fortune from a sultan.";
"4699";"F";"Fire ";"See oneself in dream having a fire in a container,   ";"announces that it could mean an illicit fortune.";
"4700";"F";"Fire ";"See in dream that his face become black because of fire,   ";"announces that it could mean bad reputation as well as a bad end in this world because of attending pervert and disbeliever people and tolerate their deeds.";
"4701";"F";"Fire ";"See oneself in dream having fire in a usual or appropriate place,   ";"announces that it could mean benefits and fortune. This is in case the dream is made in the winter, the dreamer uses fire in his profession or to earn a living.";
"4702";"F";"Fire ";"See oneself in dream having fire in a furnace,   ";"announces that it could mean benefits and fortune. This is in case the dream is made in the winter, the dreamer uses fire in his profession or to earn a living.";
"4703";"F";"Fire ";"See oneself in dream stoking a fire to cook food in a cooking pot,   ";"announces that it could mean benefits beneficial and useful things in the context of a particular case. This could be from his guardian.";
"4704";"F";"Fire ";"See oneself in dream with people sitting around a fire and being safe,   ";"announces that it could mean benefits, blessing and power. Indeed, Allah The Almighty said “But when he came to the (Fire), a voice was heard: ""Blessed are those in the Fire and those around: and Glory to Allah, the Lord of the Worlds.”, (An-Naml, 8).";
"4705";"F";"Fire ";"See in dream that the fire was extinguished in a place,   ";"announces that it could mean calm and quiet after anger and disputes in this area.";
"4706";"F";"Fire ";"See oneself in dream lighting a fire and then see that the fire was extinguished,   ";"announces that it could mean defeat in case of war or loss for the trader.";
"4707";"F";"Fire ";"See oneself in dream kindling a fire to grill meat,   ";"announces that it could mean denigration as well as a fortune with sorrows.";
"4708";"F";"Fire ";"See oneself in dream being stuck in a fire and do not remember when he was introduced in,   ";"announces that it could mean discomfort and poverty. He could also neglect prayers, fasting and other religious obligations.";
"4709";"F";"Fire ";"See in dream a fire containing embers without flames falling from the sky on the houses,   ";"announces that it could mean disease, smallpox and epidemic. This if the fire affected all the houses without exception.";
"4710";"F";"Fire ";"See in dream a fire falling from the sky on houses,   ";"announces that it could mean diseases, pleurisy and smallpox. People of this place could perish accordingly.";
"4711";"F";"Fire ";"See oneself in dream holding a fire that has been extinguished,   ";"announces that it could mean dismissal or loss. Indeed, Allah The Almighty said “Their similitude is that of a man who kindled a fire; when it lighted all around him, Allah took away their light and left them in utter darkness. So they could not see.”, (Al-Baqara, 17).";
"4712";"F";"Fire ";"See oneself in dream holding a flame,   ";"announces that it could mean ease and benefits from the sultan.";
"4713";"F";"Fire ";"See oneself in dream heating a furnace,   ";"announces that it could mean gains and benefits.";
"4714";"F";"Fire ";"See in dream see a unusually large lighted fire and that people intend to throw him in,   ";"announces that it could mean happy outcome and victory over enemies if in the dream he was thrown into the fire and if he is a virtuous man. If these people have only threatened him, it could mean that he should repent and return to the right path. In this case, it would be a warning.";
"4715";"F";"Fire ";"See in dream the fire burning some of his clothes or part of his clothing,   ";"announces that it could mean harm depending on the importance of the harm undergone in the dream. If this fire had flames, this harm could be related to power or war. Otherwise, it could mean disease, plague or pleurisy.";
"4716";"F";"Fire ";"See in dream the fire burning some organs of his body,   ";"announces that it could mean harm depending on the importance of the injury undergone in the dream. If this fire had flames, this harm could be related to power. Otherwise, it could mean disease, plague or pleurisy.";
"4717";"F";"Fire ";"See in dream that the fire burned all his clothes,   ";"announces that it could mean harm for himself or a loved one depending on the importance of the harm undergone in the dream. If this fire had flames, this harm could be related to power or war. Otherwise, it could mean disease, plague or pleurisy.";
"4718";"F";"Fire ";"See in dream an angel taking him by his forelock and throw him into fire,   ";"announces that it could mean humiliation.";
"4719";"F";"Fire ";"See in dream that his fire is extinguished,   ";"announces that it could mean impoverishment, impediment and discomfort.";
"4720";"F";"Fire ";"See in dream that his fire is being extinguished by fire,   ";"announces that it could mean impoverishment, impediment and discomfort.";
"4721";"F";"Fire ";"See in dream that his fire is being extinguished by water,   ";"announces that it could mean impoverishment, impediment and discomfort.";
"4722";"F";"Fire ";"See in dream a rain containing fire,   ";"announces that it could mean persistence of the current situation if people suffer from discomfort, injustices or epidemics and the rain is not beneficial for crops.";
"4723";"F";"Fire ";"See oneself in dream holding a flame emitting smoke,   ";"announces that it could mean power accompanied by risk of war.";
"4724";"F";"Fire ";"See in dream that a fire has been brought from his home towards the outside,   ";"announces that it could mean power, trade or excellence in his profession.";
"4725";"F";"Fire ";"See in dream falling from the sky on the market,   ";"announces that it could mean rarity or increasing of prices.";
"4726";"F";"Fire ";"See in dream fire getting out of his mouth,   ";"announces that it could mean slander and denigration.";
"4727";"F";"Fire ";"See oneself in dream lighting a fire at the door of a sultan,   ";"announces that it could mean sovereignty and power.";
"4728";"F";"Fire ";"See oneself in dream in a fire and not feel the heat,   ";"announces that it could mean sovereignty and victory over enemies.";
"4729";"F";"Fire ";"See oneself in dream being in a dark night and see a fire by far,   ";"announces that it could mean strength, victory, happiness, benefits and power. This as it was the case for Moses peace upon, as recorded in the Holy Quran.";
"4730";"F";"Fire ";"See in dream a fire being extinguished In his orchard,   ";"announces that it could mean the approach of death for himself or his children. ";
"4731";"F";"Fire ";"See in dream a fire being extinguished In his locality or country,   ";"announces that it could mean the approach of death of a leader who would be a great scholar. ";
"4732";"F";"Fire ";"See in dream a being extinguished in his house and that fire is commonly used for lighting,   ";"announces that it could mean the approach of death of the guardian of this house.";
"4733";"F";"Fire ";"The woman, who sees herself in dream lighting a fire that enlightened the environment,   ";"announces that it could mean the childbirth of a boy if she is pregnant. ";
"4734";"F";"Fire ";"See in dream that a flame has been extinguished,   ";"announces that it could mean the return of peace and quiet after the disorders and quarrels in the place seen in a dream.";
"4735";"F";"Fire ";"See in dream that a spark was extinguished,   ";"announces that it could mean the return of peace and quiet in this place after unrest and animosity.";
"4736";"F";"Fire ";"See oneself in dream projecting Paradise in the Hell,   ";"announces that it could mean the sale of an orchard which he would fully spend the amount collected.";
"4737";"F";"Fire ";"See oneself in dream getting out of a fire without undergoing any harm,   ";"announces that it could mean troubles.";
"4738";"F";"Fire ";"See in dream a fire with flames and noise,   ";"announces that it could mean war, plague, pleurisy, smallpox, or a horrible death.";
"4739";"F";"Fire ";"See oneself in dream having a furnace containing the fire,   ";"announces that it could mean wealth and benefits in especially if his job would be in relation to the fire or that this dream would have been done in winter.";
"4740";"F";"Fire ";"See in dream cows of different colors with horrible horns, access the city and that the fire clears of them,   ";"announces that it could mean would be a misfortune for this place.";
"4741";"F";"Fire ";"See oneself in dream stoking a fire to keep warm,   ";"announces that it could mean, for the poor, an act to provide for his needs. Indeed, the cold in the dream face poverty. ";
"4742";"F";"Fire ";"See in dream fire burning a food,   ";"announces that it might become expensive or be purchased entirely by the sultan.";
"4743";"F";"Fire ";"See in dream the sun generating a burning fire all around it,   ";"announces that the sovereign could endanger people among his close servants.";
"4744";"F";"Fire ";"See in dream a flame of fire without smoke into his house,   ";"announces that there could be plants.";
"4745";"F";"Fire ";"See in dream a flame of fire without smoke into his house,   ";"announces that there could be plants.";
"4746";"F";"Fire ";"See in dream the fire burning merchandises,   ";"announces that these merchandises could become expensive or be purchased entirely by the sultan.";
"4747";"F";"Fire ";"See in dream a fire being extinguished and a wind illuminated the house with this fire,   ";"announces that thieves might attack his home.";
"4748";"F";"Fire ";"See in dream the fire burning oil or food,   ";"announces that this food could become expensive or be purchased entirely by the sultan.";
"4749";"F";"Fire ";"See oneself in dream pushed or introduced by someone in a fire,   ";"announces that this person could mislead him or incite him to commit a turpitude.";
"4750";"F";"Firewood ";"See oneself in dream lighting a fire with firewood,   ";"announces that he might try to contact the sultan.";
"4751";"F";"Firewood ";"See oneself in a dream picking up firewood,   ";"announces that it could mean slander. Indeed, Allah the Almighty said “ His wife shall carry the (crackling) wood; As fuel! “, (Al-Massad, 4).";
"4752";"F";"Fish ";"See in dream a fish getting out of his penis,   ";"announces that he could have a girl.";
"4753";"F";"Fish ";"See in dream a fish getting out of his mouth,   ";"announces that he could pronounce disturbing or confusing words. It could also mean slanderous accusing a woman while she is in fact innocent.";
"4754";"F";"Fish ";"See oneself in dream rolling small fish in flour and fry it in fat,   ";"announces that he could spend his fortune in things without immediate value but which would yield him more lawful fortune.";
"4755";"F";"Fish ";"See oneself in dream having small fish,   ";"announces that he might be chagrined.";
"4756";"F";"Fish ";"See oneself in dream having salted fish,   ";"announces that he might be chagrined. This is in case such interpretations have been previously confirmed by similar dreams.";
"4757";"F";"Fish ";"See oneself in dream having small salted fish,   ";"announces that it could be a bad dream. This is in case such interpretations have been previously confirmed by similar dreams.";
"4758";"F";"Fish ";"See in dream To dream a fish flapping in an unknown location,   ";"announces that it could be a maid or woman who is not stable in his life or faith. Bcc in case the fish face women and maids dream.";
"4759";"F";"Fish ";"See oneself in dream having fresh fish grilled,   ";"announces that it could booty and benefits for the righteous as has been the case for the table of Jesus peace upon him, the realization of a desire, satisfaction of an invocation and a large fortune. For the non-virtuous, it might be a punishment.";
"4760";"F";"Fish ";"The woman, who sees in dream a fish going out of her vagina,   ";"announces that it could involve the childbirth of a girl in case of pregnancy.  ";
"4761";"F";"Fish ";"The woman, who sees in dream a fish going out of her mouth,   ";"announces that it could involve trouble and sorrows.  ";
"4762";"F";"Fish ";"See oneself in dream eating a small grilled fish,   ";"announces that it could mean a bad dream. It could also mean animosity with his family or non-fulfillment of a wish.";
"4763";"F";"Fish ";"See oneself in dream pissing and see a fish getting out of his penis,   ";"announces that it could mean a daughter.";
"4764";"F";"Fish ";"See oneself in dream having grilled salted fish,   ";"announces that it could mean a journey in order to look for knowledge and wisdom. ";
"4765";"F";"Fish ";"See oneself in dream having a live and fresh fish,   ";"announces that it could mean a virgin.";
"4766";"F";"Fish ";"See oneself in dream  having a fresh fish,   ";"announces that it could mean a woman.";
"4767";"F";"Fish ";"See oneself in dream having salted fish,   ";"announces that it could mean benefits and utilities. It could also mean trouble because of servant depending on the amount of fish eaten.";
"4768";"F";"Fish ";"See oneself in dream having a fresh grilled fish,   ";"announces that it could mean booty and benefits for the righteous as has been the case for the table of Jesus peace upon him.";
"4769";"F";"Fish ";"See oneself in dream eating fresh fish,   ";"announces that it could mean booty and benefits.";
"4770";"F";"Fish ";"See oneself in dream finding fat inside a fish,   ";"announces that it could mean fortune and benefits from his wife.";
"4771";"F";"Fish ";"See oneself in dream catching fish in clean water,   ";"announces that it could mean fortune, son and happiness.";
"4772";"F";"Fish ";"See oneself in dream catching fish in a land,   ";"announces that it could mean good news. It could also mean turpitude.";
"4773";"F";"Fish ";"See oneself in dream live fish,   ";"announces that it could mean sovereignty.";
"4774";"F";"Fish ";"See in dream a fish getting out of his backside,   ";"announces that it could mean the birth of an ugly girl.";
"4775";"F";"Fish ";"See oneself in dream eating grilled fish,   ";"announces that it could mean the realization of a desire or satisfaction of an invocation. For the virtuous, it could be an important fortune, and a punishment for the non-virtuous.";
"4776";"F";"Fish ";"See oneself in dream finding two pears into the belly of a fish,   ";"announces that it could mean two boys with a woman.";
"4777";"F";"Fish ";"See oneself in dream having two fresh fish,   ";"announces that it could mean two women.";
"4778";"F";"Fish ";"See oneself in dream catching fish in troubled water,   ";"announces that it might mean an important trouble.";
"4779";"F";"Fish ";"The woman, who sees herself in dream giving birth to a fish,   ";"announces that she could give birth to a boy in case she would be pregnant. However, she has to take care of this boy.";
"4780";"F";"Fish ";"See in dream some persons gathered around a large bowl containing fish,   ";"announces that they could gather at the home of in a prostitute if they are perverse people.";
"4781";"F";"Fish ";"See in dream To dream of persons gathered around a large bowl containing fish,   ";"announces that they could gather at the home of in a prostitute if they are perverse people.";
"4782";"F";"Fishing ";"See oneself in dream catching fish in clean water,   ";"announces that it could mean fortune, son and happiness.";
"4783";"F";"Fishing ";"See oneself in dream catching fish in a land,   ";"announces that it could mean good news. It could also mean turpitude.";
"4784";"F";"Fishing ";"See oneself in dream catching fish in troubled water,   ";"announces that it might mean an important trouble.";
"4785";"F";"Flag, Banner ";"See in dream a flag,   ";"announces that he could return to the right path and be well guided and directed in case he would be puzzled in the waking state. Indeed, Allah the Almighty said “ And (‘Isa) shall be a Sign (for the coming of) the Hour (of Judgment): therefore have no doubt about the (Hour), but follow ye Me: this is a Straight Way.”, (AZ-Zoukhrouf, 61).";
"4786";"F";"Flag, Banner ";"See in dream green flags,   ";"announces that it could mean a good trip.";
"4787";"F";"Flag, Banner ";"See in dream black flags,   ";"announces that it could mean general rain. However, some scholars say that it could also mean drought.";
"4788";"F";"Flag, Banner ";"See oneself in dream holding a flag,   ";"announces that it could mean sovereignty and governance, security and glory especially in face of a sultan or governor. This dream also means the good quality of the faith, the birth of a boy if his wife is pregnant and marriage for the unmarried.";
"4789";"F";"Flag, Banner ";"See in dream white flags,   ";"announces that it could mean temporary rain.";
"4790";"F";"Flag, Banner ";"The woman, who sees herself in dream holding a flag or a banner,   ";"announces that it could mean the childbirth in case of pregnancy, and marriage for the single woman.";
"4791";"F";"Flame ";"See in dream a fire with flames and smoke falling from the sky on houses,   ";"announces that it could mean a misfortune for the occupants of this place. If the fire falls only on the houses of rich people, it could mean fines imposed by authorities. ";
"4792";"F";"Flame ";"See oneself in dream holding a flame,   ";"announces that it could mean ease and benefits from the sultan.";
"4793";"F";"Flame ";"See in dream that a flame has been extinguished,   ";"announces that it could mean the return of peace and quiet after the disorders and quarrels in the place seen in a dream.";
"4794";"F";"Flame ";"See in dream a fire with flames and noise,   ";"announces that it could mean war, plague, pleurisy, smallpox, or a horrible death.";
"4795";"F";"Fleas ";"See oneself in dream bitten by fleas,   ";"announces that it could mean a fortune.";
"4796";"F";"Fleeing ";"See oneself in dream to flee from a ship to a mountain and find wild beast,   ";"announces that he could not adopt the religious choices of the community and be carried away by his passions and acts of heresy.  This is in case he would not be in a ship at sea or in the waking state.";
"4797";"F";"Fleeing ";"See oneself in dream to flee from a ship to a mountain and in the ship there was a judge or a religious scholar,   ";"announces that he could not adopt the religious choices of the community and be carried away by his passions and acts of heresy. This is in case he would not be in a ship at sea or in the waking state.";
"4798";"F";"Fleeing ";"See oneself in dream fleeing on a beast to escape Allah The Almighty,   ";"announces that he could risk perishing.";
"4799";"F";"Fleeing ";"See oneself in dream fleeing on foot to escape to Allah The Almighty,   ";"announces that he could risk perishing.";
"4800";"F";"Fleeing ";"See oneself in dream fleeing and pursued by a patrol that caught him and then released him after telling them something,   ";"announces that he might overlook Al Isha prayer and repent later.";
"4801";"F";"Fleeing ";"See oneself in dream to flee from a ship to a mountain,   ";"announces that he would die as was the case for the son of Noah peace upon him, reported in the Holy Kuran.";
"4802";"F";"Fleeing ";"See oneself in dream in conquest and then turn his back to the fight,   ";"announces that he would not take care of his children properly, break the ties of kinship or see his faith weakened. Indeed, Allah The Almighty said “ Then, is it to be expected of you, if ye were put in authority, that ye will do mischief, in the land, and break your ties of kith and kin?”, (Muhammad SAW, 22).";
"4803";"F";"Fleeing ";"See oneself in a dream to fleeing a lion and the lion did not pursue him,   ";"announces that it could mean a good outcome following a danger.";
"4804";"F";"Fleeing ";"See oneself in dream fleeing on a mount to escape the Angel of death upon him peace,   ";"announces that it could mean a risk of defeat or death.";
"4805";"F";"Fleeing ";"See oneself in dream fleeing on feet to escape the Angel of death upon him peace,   ";"announces that it could mean a risk of defeat or death.";
"4806";"F";"Fleeing ";"See in dream ants fleeing from a house,   ";"announces that it could mean benefits for this house. Some scholars said that this house could be attacked by thieves.";
"4807";"F";"Fleeing ";"See oneself in dream fleeing sludge and fall from a roof,   ";"announces that it could mean repentance and renunciation of heresy.";
"4808";"F";"Fleeing ";"See oneself in dream fleeing snakes in and fall from a roof,   ";"announces that it could mean repentance and renunciation of heresy.";
"4809";"F";"Fleeing ";"See oneself in dream fleeing from crows and fall from a roof,   ";"announces that it could mean repentance and renunciation of heresy.";
"4810";"F";"Fleeing ";"See oneself in dream fleeing mice and fall from a roof,   ";"announces that it could mean repentance and renunciation of heresy.";
"4811";"F";"Fleeing ";"See oneself in dream fleeing garbage and fall from a roof,   ";"announces that it could mean repentance and renunciation of heresy.";
"4812";"F";"Fleeing ";"See oneself in dream fleeing wild beasts and fall from a roof,   ";"announces that it could mean repentance and renunciation of heresy.";
"4813";"F";"Fleeing ";"See oneself in dream to flee from the mud and fall of a mountain,   ";"announces that it could mean repentance.";
"4814";"F";"Fleeing ";"See oneself in dream to flee snakes and fall of a mountain,   ";"announces that it could mean repentance.";
"4815";"F";"Fleeing ";"See oneself to flee from cows, and falling of a mountain,   ";"announces that it could mean repentance.";
"4816";"F";"Fleeing ";"See oneself in dream to flee from mice (mouse) and falling of a mountain,   ";"announces that it could mean repentance.";
"4817";"F";"Fleeing ";"See oneself in dream to flee from garbage and fall of a mountain,   ";"announces that it could mean repentance.";
"4818";"F";"Fleeing ";"See oneself in dream to feel wild beasts and falling of a mountain,   ";"announces that it could mean repentance.";
"4819";"F";"Fleeing ";"See oneself in dream fleeing a sludge and fall of a wall,   ";"announces that it could mean repentance.";
"4820";"F";"Fleeing ";"See oneself in dream fleeing  snakes and fall from a wall,   ";"announces that it could mean repentance.";
"4821";"F";"Fleeing ";"See oneself in dream fleeing from crows and fall of a wall,   ";"announces that it could mean repentance.";
"4822";"F";"Fleeing ";"See one self in dream fleeing mice and fall of a wall,   ";"announces that it could mean repentance.";
"4823";"F";"Fleeing ";"See oneself in dream fleeing garbage and fall of a wall,   ";"announces that it could mean repentance.";
"4824";"F";"Fleeing ";"See oneself in dream fleeing a wild beast and fall of a wall,   ";"announces that it could mean repentance.";
"4825";"F";"Fleeing ";"See oneself in dream to fleeing sludge and fall of a hillock,   ";"announces that it could mean repentance.";
"4826";"F";"Fleeing ";"See oneself in dream fleeing snakes and fall of a hillock,   ";"announces that it could mean repentance.";
"4827";"F";"Fleeing ";"See oneself in dream fleeing crows and fall of a hillock,   ";"announces that it could mean repentance.";
"4828";"F";"Fleeing ";"See oneself in dream fleeing mice and fall of a hillock,   ";"announces that it could mean repentance.";
"4829";"F";"Fleeing ";"See oneself in dream fleeing garbage and fall of a hillock,   ";"announces that it could mean repentance.";
"4830";"F";"Fleeing ";"See oneself in dream fleeing a wild beast and fall of a hillock,   ";"announces that it could mean repentance.";
"4831";"F";"Fleeing ";"See oneself in dream fleeing from crows and fall of a rock,   ";"announces that it could mean repentance.";
"4832";"F";"Fleeing ";"See oneself in dream fleeing from mice and fall from a rock,   ";"announces that it could mean repentance.";
"4833";"F";"Fleeing ";"See oneself in dream fleeing from sludge,   ";"announces that it could mean repentance.";
"4834";"F";"Fleeing ";"See oneself in dream fleeing from snakes,   ";"announces that it could mean repentance.";
"4835";"F";"Fleeing ";"See oneself in dream fleeing from crows,   ";"announces that it could mean repentance.";
"4836";"F";"Fleeing ";"See oneself in dream fleeing from mice,   ";"announces that it could mean repentance.";
"4837";"F";"Fleeing ";"See oneself in dream fleeing from garbage,   ";"announces that it could mean repentance.";
"4838";"F";"Fleeing ";"See oneself in dream fleeing from wild beast,   ";"announces that it could mean repentance.";
"4839";"F";"Fleeing ";"See oneself in dream fleeing from sludge and fall from a rock,   ";"announces that it could mean repentance.";
"4840";"F";"Fleeing ";"See oneself in dream fleeing from snakes and fall from a rock,   ";"announces that it could mean repentance.";
"4841";"F";"Fleeing ";"See oneself in dream fleeing from garbage and fall from a rock,   ";"announces that it could mean repentance.";
"4842";"F";"Fleeing ";"See oneself in dream fleeing from a wild beast and fall from a rock,   ";"announces that it could mean repentance.";
"4843";"F";"Fleeing ";"See oneself in dream fleeing a sludge and fall from a palm tree,   ";"announces that it could mean repentance. ";
"4844";"F";"Fleeing ";"See oneself in dream fleeing snnakes and fall from a palm tree,   ";"announces that it could mean repentance. ";
"4845";"F";"Fleeing ";"See oneself in dream fleeing crows and fall from a palm tree,   ";"announces that it could mean repentance. ";
"4846";"F";"Fleeing ";"See oneself in dream fleeing mice and fall from a palm tree,   ";"announces that it could mean repentance. ";
"4847";"F";"Fleeing ";"See oneself in dream fleeing garbage and fall from a palm tree,   ";"announces that it could mean repentance. ";
"4848";"F";"Fleeing ";"See oneself in dream fleeing wild beast and fall from a palm tree,   ";"announces that it could mean repentance. ";
"4849";"F";"Fleeing ";"See oneself in dream fleeing from an enemy,   ";"announces that it could mean safety and satisfaction of desires. Indeed, Allah The Almighty Said “""So I fled from you (all) when I feared you; but My Lord has (since) invested me with judgment (and wisdom) and appointed me as one of the Messengers.”, (Ach-Chouaraa, 21).";
"4850";"F";"Fleeing ";"See oneself in dream see oneself in dream taking flight,   ";"announces that it could mean safety. Indeed, Allah The Almighty Said “Hasten ye then (at once) to Allah: I am from Him a Warner to you, clear and open!”, (Ad-Dariyat, 50).";
"4851";"F";"Fleeing ";"See oneself in dream taking flight to avoid being killed,   ";"announces that it could mean the approach of death. Indeed, Allah The Almighty Said “Say: ""Running away will not profit you if ye are running away from death or slaughter: and even if (ye do escape), no more than a brief (respite) will ye be allowed to enjoy!"", (Al-Ahzab, 16).";
"4852";"F";"Fleeing ";"See oneself in dream inviting or calling a man while the latter takes flight,   ";"announces that this man could not hear his words and do not obey. Indeed, Allah The Almighty Said “""But my call only increases (their) flight (from the Right). », (Nouh, 6).";
"4853";"F";"Flesh of human ";"See oneself in dream biting his flesh and throw pieces on the ground,   ";"announces that he could denigrate people. It could also mean a large fortune and an important major power.";
"4854";"F";"Flesh of human ";"See oneself in dream pinching someone and hold in his hand a piece of flesh of this man,   ";"announces that he might envy him and would get what he wants.";
"4855";"F";"Flesh of human ";"See in dream his body with more flesh than usual,   ";"announces that it could mean more good deeds for ascetics and more crops, gains and prosperity.";
"4856";"F";"Flesh of human ";"See in dream that his teeth fall out with pieces of his flesh,   ";"announces that it could mean non-fulfillment of a wish.";
"4857";"F";"Flesh of human ";"See in dream that his body has less flesh than usual,   ";"announces that it could mean weakening of faith and fewer good deeds for ascetics. It could mean also deterioration of earnings and crops.";
"4858";"F";"Flood ";"See in dream a torrent invading the city,   ";"announces that it could be an epidemic if there would be a bad index in wakefulness confirming this interpretation. This also applies to the case where water would be troubled or have the color of blood.";
"4859";"F";"Flood ";"See in dream a stream flowing out of the city towards the inside and the water overflowing the sides causing harm to people,   ";"announces that it could mean a disaster or a particularly bad disease. It could also mean illegal fortunes.";
"4860";"F";"Flood ";"See in dream the water spilling over, invade homes and people have risked drowning,   ";"announces that it could mean a great misfortune in this place.";
"4861";"F";"Flood ";"See in dream a significant torrent invading homes,   ";"announces that it could mean a misfortune from the sultan or an epidemic.";
"4862";"F";"Flood ";"See in dream a large amount of water flowing from sources, invading homes at the point of demolishing it and see people dying there,   ";"announces that it could mean a punishment from Allah The Almighty or misfortunes for people of this place because of epidemics, plague, torrent or government intervention.";
"4863";"F";"Flood ";"See in dream a non-hazardous torrent, invading the city and people are frightened,   ";"announces that it could mean a visit of soldiers but without causing misfortune to people.";
"4864";"F";"Flood ";"See in dream a torrent destroying some houses and taking wealth and cattle,   ";"announces that it could mean an attack by enemies or injustice of the sultan.";
"4865";"F";"Flood ";"See in dream shops drown in a torrent,   ";"announces that it could mean an attack by soldiers of an unjust sultan.";
"4866";"F";"Flood ";"See in dream a torrent totally destroying a known village,   ";"announces that it could mean an injustice of Sultan, a wave of locusts, cold and epidemics.";
"4867";"F";"Flood ";"See in dream a significant torrent invading houses and demolishing them are drowned,   ";"announces that it could mean disaster from Allah The Almighty, in the form of a devastating plague or a dangerous torrent. It could also mean harm from the sultan or an epidemic.";
"4868";"F";"Flood ";"See in dream a large amount of water flowing from sources invading houses,   ";"announces that it could mean misfortunes for people in this location because of epidemics or authority intervention.";
"4869";"F";"Flood ";"See in dream the water of a stream flowing on the edges to the right and left,   ";"announces that it could mean trouble and sorrow for people in this place.";
"4870";"F";"Flood of river ";"See in dream that the river water has exceeded the limits and invaded the homes to the point that people risked drowning,   ";"announces that it could mean great misfortune for this location.";
"4871";"F";"Flood of river ";"See in dream To dream that the river water has risen more than the normal,   ";"announces that it could mean more consideration for the Sultan.";
"4872";"F";"Flood of river ";"See in dream that the river water has overflowed,   ";"announces that the Sultan could be unjust.";
"4873";"F";"Flood of river ";"See in dream a great river invading a city or location,   ";"announces that the sultan could get into this location.";
"4874";"F";"Flood of sea ";"See in dream that the sea spill over to invade homes and endanger people,   ";"announces that it could mean a great misfortune in this place.";
"4875";"F";"Flood of sea ";"See in dream the water of sea spilling over and invade homes and people risked drowning,   ";"announces that it could mean a great misfortune in this place.";
"4876";"F";"Flood of well ";"See in a dream an old well spill over in a village,   ";"announces that it could be heartache and tears for the people of this place.";
"4877";"F";"Flood of well ";"See in a dream an old well spill over in a camping,   ";"announces that it could be heartache and tears for the people of this place.";
"4878";"F";"Flood of well ";"See in a dream an old well spill over into a dwelling,   ";"announces that it could mean heartache and tears for the people of this place.";
"4879";"F";"Flour ";"See oneself in dream rolling small fish in flour and fry it in fat,   ";"announces that he could spend his fortune in things without immediate value but which would yield him more lawful fortune.";
"4880";"F";"Flour ";"See oneself in dream selling his ring and receiving flour,   ";"announces that he might separate nicely from his wife.";
"4881";"F";"Flour ";"See oneself in dream kneading wheat flour,   ";"announces that it could mean a travel to see relatives.";
"4882";"F";"Flour ";"See oneself in dream kneading barley flour,   ";"announces that it could mean piety, governance, power, wealth and victory over enemies.";
"4883";"F";"Flowers ";"The woman, who sees in dream flowers,   ";"announces that it could involve pregnancy and happy outcome for the saddened woman.";
"4884";"F";"Flowers ";"See oneself in dream building in his house a new room and see flowers at home,   ";"announces that it could mean the approach of death for the sick.";
"4885";"F";"Flute ";"See in dream the Sultan giving him a flute,   ";"announces that he be assigned a responsibility in case he would be worthy. Otherwise, this dream could mean a good outcome.";
"4886";"F";"Flute ";"See oneself in dream blowing with a flute,   ";"announces that it could mean the approach of death for the patient.";
"4887";"F";"Flute  ";"See oneself in dream blowing (with a flute) and put his fingers over the holes of the flute,   ";"announces that he could learn the Holy Quran, its exegesis and recitation.";
"4888";"F";"Fly (flies) ";"See in dream flies on his goods,   ";"announces that he should be wary of thieves.";
"4889";"F";"Fly (flies) ";"See in dream a fly seeping inside of his body,   ";"announces that he would frequent bad people that would allow him to have an illegal and precarious fortune.";
