"id","lettre","mot","enonce","interp","regle"
"6980","M","Manger des dattes ","Celle qui se voit en rêve manger des dattes mouillées dans du goudron,  ","annonce qu’il pourrait s’agir d’un héritage illicite du fait qu’elle aurait été divorcée avant la mort de son époux.",
"6981","M","Manger des dattes ","Celle qui se voit en rêve manger des dattes mûres et fraîches,  ","annonce qu’il pourrait s’agir d’une fortune, accouchement d’un garçon, victoire sur les ennemis ainsi que confirmation de son innocence. En dehors de leur saison, les dattes mûres et fraiches figurent une fortune licite, guérison ainsi que prospérité et délivrance. Certains ont dit qu‘il pourrait s‘agir de maladie (en dehors de la saison).",
"6982","M","Manger des dattes ","Se voir en rêve manger des dattes,  ","annonce qu’il pourrait s’agir de lecture du Coran ainsi qu’une fortune.",
"6983","M","Manger des dattes ","Se voir en rêve manger des dattes de bonne qualité,  ","annonce qu’il entendrait des paroles louables et utiles.",
"6984","M","Manger des dattes ","Se voir en rêve manger des dattes avec du goudron,  ","annonce qu’il se séparerait discrètement de son épouse.",
"6985","M","Manger des dattes ","Se voir en rêve manger des dattes mûres fraichement cueillies,  ","annonce qu’il pourrait être réjoui. ",
"6986","M","Manger des dattes ","Se voir en rêve manger des dattes mûres et fraiches,  ","annonce qu’il pourrait s’agir de guérison, bénédiction, joie, au cas où il serrait en dehors de sa saison et ce comme il a été le cas pour Marie sur elle le salut.",
"6987","M","Manger des fruits du Paradis ","Se voir en rêve disposer des fruits du Paradis et ne pas en manger,  ","annonce qu’il ne profiterait pas de son savoir en matière de religion.",
"6988","M","Manger des fruits du Paradis ","Se voir en rêve manger des fruits du Paradis,  ","annonce qu’il pourrait s’agir d’acquisition du savoir ainsi que des bienfaits. Ceci en fonction de la quantité de fruits mangés en rêve. En effet, les fruits du Paradis figurent des bienfaits et de bons actes.",
"6989","M","Manger des fruits et choses similaires ","Celle qui se voit en rêve manger des pistaches,  ","annonce qu’elle disposerait aisément d’une fortune. Les pistaches frais figurent fatigue et difficultés. Les pistaches secs figurent malheurs et diversités. Alors que les pistaches salés figurent une fortune aisée. Il pourrait aussi s’agir d’un accouchement aisé pour la femme enceinte.",
"6990","M","Manger des fruits et choses similaires ","Se voir en rêve manger du poire,  ","annonce qu’il pourrait s’agir de guérison en cas de maladie.",
"6991","M","Manger des fruits et choses similaires ","Se voir en rêve manger des fruits des arbres de son propre verger,  ","annonce qu’il pourrait s’agir d’une fortune de la part d’une femme riche.",
"6992","M","Manger des fruits et choses similaires ","Se voir en rêve manger de l’aveline,  ","annonce qu’il pourrait s’agir  d’une fortune avec peine.",
"6993","M","Manger des fruits et choses similaires ","Se voir en rêve manger des mûres,  ","annonce qu’il pourrait s’agir de gains importants.",
"6994","M","Manger des fruits et choses similaires ","Se voir en rêve manger une petite quantité de figues,  ","annonce qu’il pourrait s’agir de gains sans fraudes.",
"6995","M","Manger des fruits et choses similaires ","Se voir en rêve manger des figues,  ","annonce qu’il pourrait s’agir d’une progéniture nombreuse et fortune. Il pourrait s’agir aussi de tristesse et remords. ",
"6996","M","Manger des fruits et choses similaires ","Se voir en rêve manger l’écorce d’une grenade,  ","annonce qu’il pourrait s’agir de guérison pour le malade.",
"6997","M","Manger des fruits et choses similaires ","Voir en rêve un arbre fruitier et les gens en manger,  ","annonce qu’il pourrait s’agir d’un festin au cas où les fruits sont louables en rêve. Sinon, ce rêve figure des obsèques. Il pourrait s’agir aussi de l’approche de la mort de toute personne qui serait malade dans sa demeure.",
"6998","M","Manger des fruits et choses similaires ","Se voir en rêve manger des pistaches,  ","annonce qu’il pourrait s’agir d’une fortune sans peine.",
"6999","M","Manger des fruits et choses similaires ","Se voir en rêve manger des amandes,  ","annonce qu’il pourrait s’agir de fortune et disputes.",
"7000","M","Manger des fruits et choses similaires ","Se voir en rêve manger du nerprun,  ","annonce qu’il pourrait s’agir de fortune, puissance, pouvoir ainsi que consolidation de la foi. Ceci selon les préoccupations du rêveur en état d’éveil. ",
"7001","M","Manger des habits ","Se voir en rêve manger ses habits,  ","annonce qu’il pourrait dépenser sa fortune.",
"7002","M","Manger des habits ","Se voir en rêve manger des vêtements neufs,  ","annonce qu’il pourrait s’agir d’une fortune licite.",
"7003","M","Manger des habits ","Se voir en rêve manger des vêtements sales,  ","annonce qu’il pourrait s’agir d’une fortune illicite.",
"7004","M","Manger des légumes et aliments similaires ","Se voir en rêve manger des oignons,  ","annonce qu’il pourrait s’agir d’ennuis et chagrins.",
"7005","M","Manger des légumes et aliments similaires ","Se voir en rêve manger des carottes,  ","annonce qu’il pourrait s’agir de bienfaits. Il pourrait s’agir aussi d’ennuis et chagrins.",
"7006","M","Manger des légumes et aliments similaires ","Se voir en rêve manger des concombres,  ","annonce qu’il pourrait envisager une affaire délicate. Ce rêve figure aussi que son épouse pourrait accoucher d’une fille au cas où elle serait enceinte.",
"7007","M","Manger des légumes et aliments similaires ","Se voir en rêve manger des concombres jaunes,  ","annonce qu’il pourrait s’agir d’une fortune si c’est pendant sa saison. Sinon, il pourrait s’agir d’une maladie.",
"7008","M","Manger des légumes et aliments similaires ","Se voir en rêve manger du radis,  ","annonce qu’il pourrait s’agir de remords suite à l’accomplissement d’un acte de bien.",
"7009","M","Manger des légumes et aliments similaires ","Se voir en rêve manger des piments,  ","annonce qu’il pourrait s’agir de colère ou irritation.",
"7010","M","Manger des légumes et aliments similaires ","Se voir en rêve manger du concombre d’Egypte,  ","annonce qu’il pourrait s’agir d’ennuis et chagrins ou bien qu’il serait engagé dans une affaire qui le dépasserait. Ce rêve pourrait aussi figurer l’accouchement d’une fille au cas où son épouse serait enceinte en état d’éveil.",
"7011","M","Manger des légumes et aliments similaires ","Se voir en rêve manger du concombre d’Egypte de couleur jaune,  ","annonce qu’il pourrait s’agir d’une fortune si le rêve est fait pendant sa saison. Sinon, il pourrait s’agir de maladie.",
"7012","M","Manger des légumes et aliments similaires ","Se voir en rêve manger des citrouilles crues,  ","annonce qu’il pourrait s’agir d’une dispute avec une personne où bien qu’il serait effrayé par les djinns.",
"7013","M","Manger des légumes et aliments similaires ","Se voir en rêve manger du poireau cuit,  ","annonce qu’il pourrait s’agir de repentir.",
"7014","M","Manger des légumes et aliments similaires ","Se voir en rêve manger des navets,  ","annonce qu’il pourrait s’agir d’ennuis et chagrins.",
"7015","M","Manger des médicaments ","Se voir en rêve prendre un médicament d’un mauvais gout au point de ne pas pouvoir l’avaler facilement,  ","annonce qu’il pourrait s’agir d’une maladie légère suivie d’une guérison.",
"7016","M","Manger des noix ","Se voir en rêve casser de la noix et en manger,  ","annonce qu’il pourrait s’agir d’une fortune de la part d’un homme non arabe.",
"7017","M","Manger des noix ","Se voir en rêve manger des noix de coco,  ","annonce qu’il pourrait s’agir d’apprentissage de l’astrologie ainsi que la fréquentation d’un astrologue.",
"7018","M","Manger des œufs ou coquille d‘œufs ","Se voir en rêve manger des œufs cuits sans coquille,  ","annonce qu’il pourrait s’agir  de fortune et aisance.",
"7019","M","Manger des œufs ou coquille d‘œufs ","Se voir en rêve manger des œufs crus,  ","annonce qu’il pourrait s’agir  d’une fortune illicite, chagrins et turpitude.",
"7020","M","Manger des œufs ou coquille d‘œufs ","Se voir en rêve manger la coquille de l’œuf,  ","annonce  qu’il pourrait être un déterreur de tombes. ",
"7021","M","Manger des panades ","Se voir en rêve disposer de panades ne comportant pas de graisse et les manger rapidement du fait que leur gout n’est pas bon,  ","annonce qu’il serait en train d’espérer la mort à cause des difficultés rencontrées dans la vie.",
"7022","M","Manger des panades ","Se voir en rêve disposer de panades et ne pas en manger par crainte de les épuiser,  ","annonce qu’il craindrait la mort alors qu’il est comblé de bienfaits. ",
"7023","M","Manger des panades ","Voir en rêve une écuelle contenant des panades avec beaucoup de graisse au point de ne pas pouvoir en manger,  ","annonce qu’il constituerait une fortune qui profiterait à autrui. ",
"7024","M","Manger des panades ","Voir en rêve des panades dans une écuelle et en manger,  ","annonce qu’il vivrait encore en fonction de la quantité de panades non encore consommées.",
"7025","M","Manger des pierres ","Se voir en rêve manger des pierres,  ","annonce qu’il pourrait s’agir de désespoir.",
"7026","M","Manger des pierres ","Se voir en rêve manger du pain et des pierres,  ","annonce que suite à des difficultés, il pourrait être prudent et rusé pour gagner sa vie.",
"7027","M","Manger des pommes ","Celle qui se voit en rêve manger une pomme dans un endroit connu,  ","annonce qu’il pourrait s’agir d’un joli garçon pour la femme enceinte. ",
"7028","M","Manger des pommes ","Se voir en rêve manger des pommes,  ","annonce qu’il gagnerait sa vie de son occupation actuelle.",
"7029","M","Manger des pommes ","Se voir en rêve mordre une pomme,  ","annonce qu’il pourrait s’agir de bienfaits, profits et réalisation d’un désir.",
"7030","M","Manger des pommes ","Se voir en rêve manger des pommes aigres,  ","annonce qu’il pourrait s’agir d’une fortune illicite.",
"7031","M","Manger des pommes ","Se voir en rêve manger des pommes délicieuses,  ","annonce qu’il pourrait s’agir d’une fortune licite.",
"7032","M","Manger des poux et mouches ","Se voir en rêve manger des mouches,  ","annonce qu’il pourrait s’agir d’une fortune illicite ou acquise indignement.",
"7033","M","Manger des poux et mouches ","Se voir en rêve manger des poux,  ","annonce qu’il pourrait dénigrer des personnes.",
"7034","M","Manger des saletés et impuretés ","Se voir en rêve manger une saleté dégagée de ses oreilles,  ","annonce qu’il pourrait s’agir de pédérastie et turpitude.",
"7035","M","Manger des saletés et impuretés ","Se voir en rêve manger des excréments humains,  ","annonce qu’il pourrait s’agir d’une fortune illicite dont il regretterait par la suite d’en avoir bénéficiée.  Il pourrait aussi regretter d’avoir prononcer des propos.",
"7036","M","Manger du blé, orge et son ","Se voir en rêve manger du blé frais,  ","annonce qu’il pourrait s’agir de vertu et piété.",
"7037","M","Manger du blé, orge et son ","Se voir en rêve manger du blé cuit,  ","annonce qu’il pourrait s’agir d’un mal.",
"7038","M","Manger du blé, orge et son ","Se voir en rêve manger du blé sec,  ","annonce qu’il pourrait s’agir d’un mal.",
"7039","M","Manger du blé, orge et son ","Se voir en rêve manger de l’orge,  ","annonce qu’il pourrait s’agir de fortune et bonne santé.",
"7040","M","Manger du blé, orge et son ","Se voir en rêve manger du son,  ","annonce qu’il pourrait s’agir d’appauvrissement.",
"7041","M","Manger du cédrat ","Se voir en rêve manger un cédrat aigre,  ","annonce qu’il pourrait s’agir d’une maladie légère.",
"7042","M","Manger du cédrat ","Se voir en rêve manger un cédrat délicieux,  ","annonce qu’il pourrait s’agir d’une fortune.",
"7043","M","Manger du frommage ","Se voir en rêve manger du fromage frais,  ","annonce qu’il pourrait s’agir de fortune, quiétude et prospérité.",
"7044","M","Manger du frommage ","Se voir en rêve manger du formage sec,  ","annonce qu’il pourrait s’agir d’un voyage.",
"7045","M","Manger du miel ","Se voir en rêve accomplir une prière et en même temps manger du miel,  ","annonce qu’il pourrait embrasser son épouse en plein jeûne.",
"7046","M","Manger du miel ","Se voir en rêve manger un rayon de miel avec du miel au-dessus,  ","annonce qu’il pourrait s’agir d’inceste.",
"7047","M","Manger du pain ","Se voir en rêve manger du pain avec du fromage,  ","annonce qu’il pourrait s’agir de gênes et maladie.",
"7048","M","Manger du pain ","Se voir en rêve manger du fer avec du pain,  ","annonce qu’il gagnerait sa vie avec prudence et flatterie.",
"7049","M","Manger du pain ","Se voir en rêve manger un bout de pain dans un souk,  ","annonce qu’il pourrait s’agir de l’approche de sa mort.",
"7050","M","Manger du pain ","Se voir en rêve manger un bout de pain dans une route,  ","annonce qu’il pourrait s’agir de l’approche de sa mort.",
"7051","M","Manger du pain ","Se voir en rêve recevoir un bout de pain et en manger une bouchée,  ","annonce qu’il pourrait s’agir de cupidité.",
"7052","M","Manger du pain ","Se voir en rêve recevoir un bout de pain et le manger,  ","annonce qu’il pourrait s’agir d’une vie aisée. Il pourrait s’agir aussi de l’approche de la mort.",
"7053","M","Manger du pain ","Se voir en rêve manger du pain non cuit à point,  ","annonce qu’il pourrait s’agir de fièvre.",
"7054","M","Manger du pain ","Se voir en rêve manger du pain avec du vinaigre,  ","annonce qu’il pourrait s’agir d’une fortune bénie, la piété ainsi que la longévité.",
"7055","M","Manger du pain ","Se voir en rêve manger du pain avec du sel,  ","annonce qu’il pourrait se contenter du peu dans l’ici-bas.",
"7056","M","Manger du pain ","Voir en rêves des miches étalées sur une table et en manger,  ","annonce qu’il pourrait s’agir de l’émergence d’une dispute avec un ennemi.",
"7057","M","Manger du pain ","Se voir en rêve à table, manger des miches épaisses et voir la table déplacée après avoir fini de manger,  ","annonce qu’il pourrait quitter l’endroit où il serait établi ou que sa mission dans cet endroit serait achevée.",
"7058","M","Manger du pain ","Se voir en rêve à table, manger des miches épaisses et voir la table toujours présente,  ","annonce qu’il pourrait s’agir de longévité.",
"7059","M","Manger du pain ","Se voir en rêve manger du pain avec des excréments humains,  ","annonce qu’il pourrait ne pas observer la Sunna, ou bien qu’il mangerait en état d’éveil du pain avec du miel.",
"7060","M","Manger du poisson ","Se voir en rêve manger du poisson frais,  ","annonce qu’il pourrait s’agir de butin et bienfaits.",
"7061","M","Manger du poisson ","Se voir en rêve manger du poisson vivant,  ","annonce qu’il pourrait s’agir de souveraineté.",
"7062","M","Manger du poisson ","Se voir en rêve disposer de poissons salés,  ","annonce qu’il pourrait s’agir de bienfaits et utilités. Il pourrait s’agir aussi d’ennuis à cause d’un servant et ce en fonction de la quantité de poissons mangés.",
"7063","M","Manger du poisson ","Se voir en rêve manger du petits poissons grillés,  ","annonce qu’il pourrait s’agir d’un rêve non louable. Ce figure aussi qu’il pourrait s’agir d’une animosité avec sa famille ou la non réalisation d’un désir.",
"7064","M","Manger du poisson ","Se voir en rêve manger du poisson grillé,  ","annonce qu’il pourrait s’agir de la réalisation d’un désir ou de la satisfaction d’une invocation. Pour le vertueux, il pourrait s’agir d’une importante fortune et pour le non vertueux, il pourrait s’agir d’un châtiment.",
"7065","M","Manger la bouillie ","Se voir en rêve accomplir une prière et en même temps manger une bouillie,  ","annonce qu’il pourrait embrasser son épouse en plein jeûne.",
"7066","M","Manger la bouillie ","Se voir en rêve manger la bouillie,  ","annonce qu’il pourrait s’agir d’ennuis à causes de certains serviteurs ou employés.",
"7067","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger un oiselet cru,  ","annonce qu’il pourrait dénigrer la famille du Messager d’Allah sur lui la bénédiction et le salut ou des personnes nobles.",
"7068","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger des oiselets de proie interdits par la religion,  ","annonce qu’il pourrait dénigrer les proches du sultan ou être impliqué avec eux dans des turpitudes.",
"7069","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger la viande d’oiseaux parmi les interdits par la religion,  ","annonce qu’il pourrait profiter de la fortune de personnes injustes et trompeuses.",
"7070","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger la viande d’oiseaux parmi les autorisés par la religion,  ","annonce qu’il pourrait s’agir d’une fortune à cause d’un champ ou d’un terrain.",
"7071","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger la viande cuite d’oiseaux,  ","annonce qu’il pourrait s’agir d’une fortune acquise malicieusement ou bien d’une trahison par une femme.",
"7072","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger la viande d’oiseaux qui n’a pas été bien cuite,  ","annonce qu’il pourrait dénigrer une femme et être injuste avec elle.",
"7073","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger des oiselets grillés,  ","annonce qu’il pourrait s’agir d’une fortune avec peine.",
"7074","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger la viande d’oiseaux grillée,  ","annonce qu’il pourrait s’agir d’une fortune malicieusement acquise ou une trahison de la part d’une femme.",
"7075","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger la viande d’oiseaux grillée mais pas bien cuite,  ","annonce qu’il pourrait dénigrer une femme et être injuste avec elle.",
"7076","M","Manger la viande d‘oiseaux  ","Se voir en rêve manger des oiselets frits,  ","annonce qu’il pourrait s’agir de fortune avec peine.",
"7077","M","Manger l‘argile jaune ","Celle qui se voit en rêve manger l’argile jaune,  ","annonce qu’il pourrait s’agir de grossesse.",
"7078","M","Manger l‘argile jaune ","Se voir en rêve manger l’argile jaune,  ","annonce qu’il pourrait s’agir d’une fortune.",
"7079","M","Manger une marmelade de dattes ","Se voir en rêve manger une marmelade de dattes,  ","annonce qu’il pourrait s’agir d’une fortune avec peine.",
"7080","M","Manger une marmelade de dattes ","Se voir en rêve accomplir une prière et en même temps manger une marmelade de dattes,  ","annonce qu’il pourrait embrasser son épouse en plein jeûne.",
"7081","M","Manger, divers cas ","Se voir en rêve manger une aiguille,  ","annonce qu’il pourrait divulguer un secret personnel ce qui risquerait de lui causer un mal.",
"7082","M","Manger, divers cas ","Se voir en rêve manger du fromage,  ","annonce qu’il pourrait s’agir d’une fortune.",
"7083","M","Manger, divers cas ","Se voir en rêve manger la caillette – présure-,  ","annonce qu’il pourrait s’agir de fortune et piété.",
"7084","M","Manger, divers cas ","Se voir en rêve manger les tripailles d’une autre personne,  ","annonce qu’il pourrait s’agir d’une fortune dissimulée.",
"7085","M","Manger, divers cas ","Se voir en rêve mâcher du fer,  ","annonce qu’il serait en train de dénigrer des personnes.",
"7086","M","Manger, divers cas ","Se voir en rêve manger de l’herbe,  ","annonce qu’il pourrait s’agir de fortune pour le pauvre, davantage de fortune pour le riche ainsi que le retour à la vie de l’ici-bas pour l’ascète au point de perdre la raison.",
"7087","M","Manger, divers cas ","Se voir en rêve creuser un terrain et manger de sa terre,  ","annonce qu’il disposerait astucieusement d’une fortune. ",
"7088","M","Manger, divers cas ","Se voir en rêve manger la moutarde,  ","annonce qu’il pourrait s’agir d’une fortune licite après peine. Il pourrait aussi avaler une boisson amère ou un poison. Ce rêve figure aussi ennuis et chagrins.",
"7089","M","Manger, divers cas ","Se voir en rêve manger du pavot,  ","annonce qu’il pourrait s’agir d’une fortune sans peine.",
"7090","M","Manger, divers cas ","Se voir en rêve manger du beurre,  ","annonce qu’il pourrait s’agir d’une fortune bénéfique.",
"7091","M","Manger, divers cas ","Se voir en rêve manger du gingembre,  ","annonce qu’il pourrait être irrité. ",
"7092","M","Manger, divers cas ","Se voir en rêve manger du mercure,  ","annonce qu’il pourrait s’agir d’un rêve non louable.",
"7093","M","Manger, divers cas ","Se voir en rêve manger des olives,  ","annonce qu’il pourrait s’agir d’ennuis et chagrins.",
"7094","M","Manger, divers cas ","Se voir en rêve manger du nuage,  ","annonce qu’il pourrait profiter d’une fortune illicite ou de la sagesse d’un homme.",
"7095","M","Manger, divers cas ","Se voir en rêve manger du beurre fondu,  ","annonce qu’il pourrait s’agir de fortune et butin mais avec peine.",
"7096","M","Manger, divers cas ","Se voir en rêve accomplir une prière et en même temps manger un gâteau d’amidon et de miel,  ","annonce qu’il pourrait embrasser son épouse en plein jeûne.",
"7097","M","Manger, divers cas ","Se voir en rêve manger des lentilles,  ","annonce qu’il pourrait s’agir d’ennuis et chagrins. Si c’est en grande quantité, ce rêve pourrait figurer une fortune.",
"7098","M","Manger, divers cas ","Se voir en rêve manger des haricots d’Angola   ","annonce qu’il pourrait s’agir d’ennuis et chagrins. Si c’est en grande en quantité, il pourrait s’agir d’une fortune.",
"7099","M","Manger, divers cas ","Se voir en rêve manger des feuilles du Mus’haf,  ","annonce qu’il pourrait demander une contrepartie pour des copies du Saint Coran,  gagner sa vie en exploitant le Saint Coran ou en général par des moyens illicites ou inappropriés.",
"7100","M","Manger, divers cas ","Se voir en rêve manger de la viande cuite avec du lait aigre,  ","annonce qu’il pourrait s’agir d’un petit mal.",
"7101","M","Manger, divers cas ","Se voir en rêve manger du feu,  ","annonce qu’il pourrait s’agir d’une fortune illicite notamment celle appartenant à des orphelins. En effet, Le Très-Haut a dit « Ceux qui mangent (disposent) injustement des biens des orphelins ne font que manger du feu dans leurs ventres. Ils brûleront bientôt dans les flammes de l’Enfer.», (An-Nisâ, 10 ).",
"7102","M","Manger, divers cas ","Se voir en rêve manger des astres,  ","annonce qu’il s’accaparer des biens d’autrui ainsi que de leurs fortunes.",
"7103","M","Manger, en général ","Voir en rêve le Messager d’Allah sur lui la bénédiction et le salut, lui faire manger un aliment,  ","annonce qu’il pourrait s’agir de bienfaits. Il pourrait s’agir d’un bon comportement pour le savant, élévation du rang spirituel pour l’adorateur, repentir pour le pêcheur, guidance pour l’infidèle, réalisation des désirs selon les préoccupations –savoir, adoration, médecine, ophtalmologie-, délivrance notamment pour les voyageurs en difficulté, aisance, fertilité après sécheresse, patience en cas de malheur, bonne issue pour l’orphelin et le dépaysé, acquittement des dettes, rétablissement du malade, pèlerinage pour celui qui ne l’a pas encore accompli, victoire pour le guerrier ainsi qu’un garçon pour celui dont l’épouse serait enceinte.",
"7104","M","Manger, en général ","Voir en rêve le Messager d’Allah sur lui la bénédiction et le salut, manger seul,  ","annonce qu’il pourrait s’agir d’une incitation à donner l’aumône. ",
"7105","M","Manger, en général ","Se voir en rêve partageant le repas avec le Messager d’Allah sur lui la bénédiction et le salut,  ","annonce que le rêveur devrait s’acquitter de la Zaqat sur sa fortune. ",
"7106","M","Manger, en général ","Se voir en rêve invité à un diner,  ","annonce qu’il pourrait réussir à tromper une personne qui aurait tenté de le tromper.",
"7107","M","Manger, en général ","Se voir en rêve invité à manger au milieu de la journée,  ","annonce qu’il pourrait s’agir de délivrance.",
"7108","M","Manger, en général ","Se voir en rêve invité à un déjeuner,  ","annonce qu’il pourrait s’agir d’un voyage vers un endroit non lointain. En effet, Le Très-Haut a dit « Puis lorsque tous deux eurent dépassé (cet endroit,) il dit à son valet: ""Apporte-nous notre déjeuner: nous avons rencontré de la fatigue dans notre présent voyage"".», (Al-Kahf, 62).",
"7109","M","Manger, en général ","Se voir en rêve prendre un médicament et l’avaler aisément,  ","annonce qu’il pourrait s’agir de guérison pour le malade et il pourrait aussi s’agir d’une personne qui évite ce qui risque de lui causer du mal.",
"7110","M","Manger, en général ","Se voir en rêve dans un verger manger de ces fruits,  ","annonce qu’il pourrait partir en pèlerinage si c’est lors de sa saison, la visite de la tombe du Messager d’Allah sur lui la bénédiction et le salut pour celui qui serait à la Mecque et en être récompensé, le savoir et l’apprentissage du Saint Coran pour l’étudiant, la célébration de la prière de vendredi, la participation à un convoi funèbre ou la visite de la tombe d’un pieux.",
"7111","M","Manger, en général ","Voir en rêve un mécréant manger dans un verger,  ","annonce qu’il pourrait embrasser l’Islam.",
"7112","M","Manger, en général ","Se voir en rêve manger chez le sultan,  ","annonce qu’il pourrait s’agir d’un pouvoir ou responsabilité. En effet, Le Très-Haut a dit « Il y avait assurément, pour la tribu de Saba’ un Signe dans leurs habitat: deux jardins, l’un à droite et l’autre à gauche ‘’Mangez de ce que votre Seigneur vous a attribué, et soyez-Lui reconnaissants: une bonne contrée et un Seigneur Pardonneur’’. », (Sabaa, 15).",
"7113","M","Manger, en général ","Se voir en rêve partager le repas avec le sultan,  ","annonce qu’il pourrait s’agir davantage d’honneur en fonction de la quantité d’aliments consommée. Ce rêve figure aussi la survenance d’une guerre",
"7114","M","Manger, en général ","Se voir en rêve manger une chose délicieuse,  ","annonce qu’il pourrait s’agir d’aisance et bonheur.",
"7115","M","Manger, en général ","Se voir en rêve manger une chose pourrie,  ","annonce qu’il pourrait faire l’objet de mauvais éloges.",
"7116","M","Manger, en général ","Se voir en rêve manger un aliment et le digérer facilement,  ","annonce qu’il pourrait s’agir de persévérance dans son métier.",
"7117","M","Manger, en général ","Se voir en rêve manger un aliment contenant un élément blanc,  ","annonce qu’il pourrait s’agir de joie et bonheur.",
"7118","M","Manger, en général ","Se voir en rêve manger un aliment contenant un élément jaune,  ","annonce qu’il pourrait s’agir de maladie.",
"7119","M","Manger, en général ","Se voir en rêve inviter des personnes et leur présenter des aliments et des gâteaux qu’ils ont mangés et appréciés,  ","annonce qu’il pourrait ainsi qu’il pourrait devenir leur chef ou maître.",
"7120","M","Manger, en général ","Voir en rêve beaucoup d’aliments plus que d’habitude sur la table,  ","annonce qu’il pourrait s’agir de longévité en fonction de la quantité mangée en rêve.",
"7121","M","Manger, en général ","Se voir en rêve manger sur une table,  ","annonce qu’il pourrait s’agir de bienfaits de la part d’un homme noble et généreux.",
"7122","M","Manger, en général ","Voir en rêve un mort manger quelque chose dans une demeure,  ","annonce qu’il pourrait  s’agir d’une perte ou de l’approche de la mort d’un malade dans cette demeure.",
"7123","M","Mangonneau, Catapulte ","Se voir en rêve tirer avec un mangonneau sur un bastion de mécréants en vue de le conquérir,  ","annonce qu’il pourrait inciter des gens ou les inviter pour de bonnes œuvres. ",
"7124","M","Manteau ","Celle qui se voit en rêve disposer d’un manteau (pardessus),  ","annonce qu’il pourrait s’agir du bon comportement de son époux à son égard.",
"7125","M","Manteau ","Se voir en rêve porter son manteau à l’envers,  ","annonce qu’il serait à la recherche d’une satisfaction par des moyens non appropriés.  ",
"7126","M","Manteau persan ","Se voir en rêve porter un manteau persan et des pantoufles,  ","annonce qu’il pourrait s’agir de fortune et réputation.",
"7127","M","Manteau persan ","Voir que la déchirure ou incendie n’a pas endommagé son manteau persan,  ","annonce qu’il pourrait s’agir d’une perte de fortune.",
"7128","M","Manteau persan ","Voir en rêve que son manteau persan lui a été arraché,  ","annonce qu’il pourrait s’agir de défaite et humiliation.",
"7129","M","Manteau persan ","Voir en rêve son manteau persan déchiré,  ","annonce qu’il pourrait s’agir de l’approche de la mort de quelqu’un sur qui il compte beaucoup notamment un frère ou un fils.",
"7130","M","Manteau persan ","Se voir en rêve porter un manteau persan,  ","annonce qu’il pourrait s’agir de règlement des dettes, un voyage dans le cadre d’une affaire de bienfaisance ou en relation avec la religion ainsi qu’un nouveau métier lui occasionnant des soucis et chagrins. Ce rêve figure aussi le commandement d’un groupe de soldats ou une nouvelle responsabilité pour celui qui en serait digne. Sinon, il pourrait bien prendre en charge sa famille et les gens à sa charge.",
"7131","M","Manteau persan ","Voir en rêve un mort lui donner un manteau persan,  ","annonce qu’il pourrait avoir la même réputation qu’avait ce mort de son vivant.",
"7132","M","Marais ","Voir en rêve un musulman connu sortir d’un verger vers un marais,  ","annonce que cette personne pourrait commettre un grave péché qui risque de l’écarter de l’Islam.",
"7133","M","Marais ","Se voir en rêve prendre du sel dans un marais, le mettre dans un récipient et l’emmener dans sa demeure,  ","annonce qu’il pourrait s’agir d’un médicament de la part d’un médecin, réponse d’un savant religieux suite à sa sollicitation, fortune de la part d’une vielle femme stérile ou une marchandise. ",
"7134","M","Marais ","Voir en rêve un mort connu sortir d’un verger vers un marais,  ","annonce qu’il pourrait être dans une situation non louable dans l’au-delà.",
"7135","M","Marchand de blé ","Se voir en rêve acheter de l’orge auprès d’un marchand de blé,  ","annonce qu’il pourrait s’agir d’importants bienfaits.",
"7136","M","Marchandise ","Se voir en rêve pisser sur une marchandise,  ","annonce que cette marchandise pourrait perdre sa valeur.",
"7137","M","Marche arrière ","Se voir en rêve marcher en arrière,  ","annonce qu’il pourrait renoncer à une affaire entamée.",
"7138","M","Marché, Souk ","Celle qui se voit en rêve dans un souk ne portant pas son voile très ample,  ","annonce qu’il pourrait s’agir d’approche de la mort de son époux.",
"7139","M","Marché, Souk ","Celle qui se voit en rêve nue dans un souk et que sa tête est dévoilée,  ","annonce qu’il pourrait s’agir de survenance d’un malheur pour elle ou les siens. Il pourrait s’agir aussi d’une perte de fortune ou manque de pudeur. Il s’agit d’un mauvais rêve aussi pour la vieille femme et la petite fille.",
"7140","M","Marché, Souk ","Se voir en rêve entendre l’appel à la prière dans un Souk,  ","annonce qu’il pourrait y survenir la mort d’un homme.",
"7141","M","Marché, Souk ","Se voir en rêve ramasser des cailloux aux dans un souk et les avaler,  ","annonce qu’il pourrait s’agir de gains et bonnes récoltes.",
"7142","M","Marché, Souk ","Se voir en rêve ramasser des cailloux dans un souk et les emballer dans son tissu,  ","annonce qu’il pourrait s’agir de gains et bonnes récoltes.",
